title,people
Titanic,"Aaron James Cash, Alexandra Boyd, Alexandrea Owens, Amy Gaipa, Anatoly M. Sagalevitch, Anders Falk, Andie Hicks, Anne Fletcher, Barry Dennen, Bernard Fox, Bernard Hill, Bill Paxton, Billy Zane, Bjørn Olsen, Bobbie Bates, Brendan Connolly, Bret Aaron Knower, Brian Baines, Brian Walsh, Bruno Campolo, Camilla Overbye Roos, Charlotte Chatton, Chris Byrne, Chris Cragnotti, Craig Kelly, Dan Pettersson, Danny Nucci, David Cronnelly, David Warner, Derek Lea, Diana Morgan, Don Lynch, Edmond Alan Forsyth, Edward Fletcher, Ellie Bensinger, Elsa Raven, Emmett James, Eric Braeden, Erik Holland, Ewan Stewart, Fannie Brett, Frances Fisher, Francisco Váldez, Garth Wilton, Geoffrey C. Kosty, George Kosty III, George Kosty Jr., Gloria Stuart, Greg Ellis, Gregory Charles Kosty, Gregory Cooke, Griffin Howell, Ioan Gruffudd, James Cameron, James Garrett, James Horner, James Lancaster, Jari Kinnunen, Jason Barry, Jenette Goldstein, John Leonhardt, John Slade, John Walcutt, Johnny Martin, Jonathan Evans-Jones, Jonathan Hyde, Jonny Phillips, Judy Prestininzi, Julene Renee, Julian Oros, Kate Winslet, Kathleen S. Dunn, Kathy Bates, Kevin De La Noy, Kevin Owers, Kevyn Currie, Kris Andersson, Laramie Landis, Leonardo DiCaprio, Lew Palter, Lewis Abernathy, Liam Tuohy, Linda Kerns, Lisa Ratzin, Lucie Zolcerova, Mandana Marino, Marc Cass, Mark Capri, Mark Lindsay Chapman, Mark Rafael Truitt, Martin East, Martin Hub, Martin Jarvis, Meghan McLeod, Michael Ensign, Miguel A. Lomelin, Mike Butters, Mike O'Neal, Nicholas Cascone, Nick Meaney, Oliver Page, Olivia Rosewood, Paul Brightwell, Paul Herbert, Phil Parlapiano, R. Gern Trowbridge, Rebecca Klingler, Reece P. Thompson III, Richard Ashton, Richard Fox, Richard Graham, Rochelle Rose, Rocky Taylor, Romeo Francis, Ron Donachie, Rosalind Ayres, Russell Carpenter, Ryan McClurkin, Scott G. Anderson, Scott Hislop, Sean Howse, Sean Lawlor, Sean Nepita, Seth Adkins, Shay Duffin, Simon Crane, Stan Mazin, Stephen Wolfe Smith, Steven Quale, Suzy Amis, Terry Forrestal, Thomas Fiss, Tony Kenny, Tricia O'Neil, Van Ling, Vern Urich, Victor Garber"
Captain America: Civil War,"Aaron Hayes, Aaron Toney, Al Cerullo, Alfre Woodard, Amelia Morck, Amiri Jones, Andres Cubillan, Andrew Botchwey, Ann Russo, Anthony Mackie, Anthony Russo, Ashwin Mudaliar, Austin Hooper, Austin Sanders, Be Satrazemis, Beniamino Brogi, Blair Jasin, Brent McGee, Brett Gentile, Brian Schaeffer, Caden Wilkinson, Cale Schultz, Cameron Sardone, Chadwick Boseman, Chase Bradfield, Chris Evans, Cornell John, D'Mahrei McRae, Damion Poitier, Daniel Brühl, Daniel Parada, Darryl Sampson, David Brown, David de Vries, Don Cheadle, Eli Ollinger, Elizabeth Olsen, Emily VanCamp, Ernest Charles, Ethan Condon, Evan Ffrench, Florence Kasumba, Frank Grillo, Frédéric North, Gene Farber, Greg Berry, Guy Fernandez, Heidi Moneymaker, Hendricks Coates, Henry Amadi, Henry Jackman, Hope Davis, Jackson Spidell, Jacob Ludwick, Jacob Sung, James Whitaker, Jariah Ferguson, Jeremy Renner, Jessica Walther-Gabory, Jim Rash, Jim Wallis, Joe Russo, John Curran, John Kani, John Slattery, Jonah Ruffin, Joshua Peck, Julian Grimes, Julianna Guill, Justin Freeman, Katie Amess, Kerry Condon, Kevin LaRosa Jr., Kim Scar, Laughton Parchment, Marisa Tomei, Martin Freeman, Matthew Anderson, Matthew Gatlin, Michael A. Cook, Michael Anthony Rogers, Michael Fissneider, Miles Selles, Myles Joseph, Nathaniel Ellis, Oli Bigalke, Parker Pape, Patrick Loungway, Paul Bettany, Paul Rudd, Rafael Banasik, Ralphael Grand'Pierre, Ray Sahetapy, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Shen Dynes, Silvina Buchbauer, Sophia Russo, Stan Lee, Stanley Sellers, Stephen Lewis, Surely Alvelo, Sven Hönig, Tom Holland, Trent Opaloch, Ugochukwu Ani, Umar Khan, William Hurt, Yi Long"
Battleship,"Aaron McBride, Adam Godley, Alexander Skarsgård, Austin Naulty, Bill Stinchcomb, Biunca Love, Brooklyn Decker, Carson Aune, Dane Justman, Dante Jimenez, Daven Arce, David Jensen, Doug Penty, Drew Rausch, Dustin J. Reno, Gary Grubbs, Gregory D. Gadson, Hamish Linklater, Jackie Johnson, James Rawlings, Jerry Ferrara, Jesse Plemons, John A Weaver, John Tui, Joji Yoshida, Jordan Kirkwood, Josh Pence, Kerry Cahill, Kyle Russell Clements, Leni Ito, Liam Neeson, Lloyd Pitts, Louis Lombardi, Michelle Arthur, Natalia Castellanos, Norman Vincent McLafferty, Peter Berg, Peter MacNicol, Ralph Richardson, Rami Malek, Rick Hoffman, Rico McClinton, Rihanna, Stephen Bishop, Steve Jablonsky, Tadanobu Asano, Taylor Kitsch, Tobias A. Schliessler, Yutaka Takeuchi"
Jurassic World,"Andy Buckley, Anna Talakkottur, BD Wong, Brian Tee, Bryce Dallas Howard, Chad Randall, Chloe Perrin, Chris Pratt, Colin Trevorrow, Courtney J. Clark, Eric Edelstein, Erika Erica, Irrfan Khan, Jake Johnson, James DuMont, Jimmy Fallon, Judy Greer, Katie McGrath, Kelly Washington, Lauren Lapkus, Matt Burke, Matthew Cardarople, Nick Robinson, Omar Sy, Tiffany Forest, Ty Simpkins, Vincent D'Onofrio, Yvonne Angulo"
Skyfall,"Albert Finney, Anthony O'Donnell, Ben Loyd-Holmes, Ben Whishaw, Bill Buckhurst, Bérénice Marlohe, Daniel Craig, Elize du Toit, Helen McCrory, Ian Bonar, Javier Bardem, Jens Hultén, Jo Cameron Brown, John Logan, Judi Dench, Naomie Harris, Neal Purvis, Nicholas Woodeson, Ola Rapace, Orion Lee, Peter Basham, Ralph Fiennes, Robert Wade, Roger Deakins, Rory Kinnear, Sam Mendes, Thomas Newman, Tonia Sotiropoulou, Wolf Blitzer, Yennis Cheung"
Spider-Man 2,"Aasif Mandvi, Alfred Molina, Andre M. Johnson, Anne Betancourt, Bill Calvert, Bill E. Rogers, Bill Nunn, Bill Pope, Bonnie Somerville, Brendan Patrick Connor, Brent Briscoe, Brianna Brown, Bruce Campbell, Calvin Dean, Chloe Dykstra, Christine Estabrook, Cindy Cheung, Cliff Robertson, Cosmas A. Demetriou, Dan Bradley, Dan Callahan, Dan Hicks, Daniel Dae Kim, Daniel Gillies, Danny Elfman, David Boston, Donna Murphy, Donnell Rawlings, Dylan Baker, Elizabeth Banks, Elya Baskin, Elyse Dinh, Emily Deschanel, Eric Heffron, Frank Bonsangue, Garrett Warren, Gregg Edelman, Hal Sparks, J.K. Simmons, James Franco, Joanne Baron, Joel McHale, Joey Diaz, John Landis, John Paxton, Joy Bryant, Julia Max, Kelly Connell, Kirsten Dunst, Lou Volpe, Louis Lombardi, Mageina Tovah, Marc John Jefferies, Michael Arthur, Molly Cheek, Peter Allas, Peter Cincotti, Peter McRobbie, Peyton List, Phil LaMarr, Reed Diamond, Rosemary Harris, Roshon Fegan, Sam Raimi, Scott Ross, Scott Spiegel, Spencer List, Stan Lee, Susie Park, Taylor Gilbert, Ted Raimi, Tim Storms, Timothy Jerome, Timothy Patrick Quill, Tobey Maguire, Tom Carey, Tony Campisi, Tricia Peters, Troy Metcalf, Vanessa Ferlito, Wesley Volcy, Willem Dafoe"
Iron Man 3,"Adam Lytle, Adam Pally, Adrian Gonzalez, Aja Frary, Andrew Lander, Andrew Lauer, Anthony Reynolds, Ashley Hamilton, Aurelia Riley, Ben Kingsley, Bill Maher, Bobby Tisdale, Brian Schaeffer, Brian Simpson, Brian Tyler, Bridger Zadina, Bronte D'Esposito, Brooke Jayne Taylor, Brycen Counts, Cal Johnson, Chad Kurtz, Chris Gethard, Colin Follenweider, Corey Hawkins, Cullen Moss, Dale Dickey, Dan Brown, Dane Farwell, David Buglione, Demetrois Hodges, Dennis Keiffer, Don Cheadle, Drew Michael Hershner, Fernando Chien, George Kotsiopoulos, Glenn Foster, Guy Pearce, Gwendalyn Barker, Gwyneth Paltrow, Ilram Choi, J. C. Robaina, Jade Quon, Jake Dewitt, James Badge Dale, James Rackley, Jan Broberg, Jenna Ortega, Joan Rivers, Johanna Yunda, John Eddins, John Toll, Jon Favreau, Josh Elliott, Juan C. Bofill, Karina Florez, Kendrick Cross, Kevin Arnold, Kial Butler, Kiante Elam, Kim Dean, Linden Ashby, Luciana Faulhaber, Mark Aaron Wagner, Mark Fichera, Mark Ginther, Mark Kubr, Mark Ruffalo, Markos Rounthwaite, Matthew Sterling Nye, Megan Henderson, Miguel Ferrer, Mike Massa, Naomi Parshin, Nate Bynum, Nick Brandon, Nick W. Nicholson, Noah Visconti, Pat Kiernan, Paul Andrew O'Connor, Paul Bettany, Phil Ortiz, Philip J Silvera, Rebecca Hall, Rebecca Mader, Robert Downey Jr., Rockey Dickey Jr., Roy McCrerey, Sala Baker, Samuel Le, Sarah Burkhardt, Sarah Farooqui, Serdar Kalsin, Shane Black, Shaun Toub, Si-Fu Eric Oram, Spencer Garrett, Stan Lee, Stephanie Szostak, Steve Wilder, T. C. Anyachonkeya, Tara Macken, Thomas Roberts, Tom Clark, Tom Virtue, Ty Simpkins, Wang Xue-qi, Wesley Thompson, William Morts, William Sadler, Yvonne Zima"
Alice in Wonderland,"Alan Rickman, Anne Hathaway, Barbara Windsor, Bonnie Parker, Chris Grabher, Christopher Lee, Cortney Palm, Crispin Glover, Dale Mercer, Danny Elfman, Dariusz Wolski, Eleanor Gecks, Eleanor Tomlinson, Ethan Cohn, Frances de la Tour, Geraldine James, Helena Bonham Carter, Holly Hawkins, Imelda Staunton, Jemma Powell, Jessica Oyelowo, Joel Swetow, Johnny Depp, Leo Bill, Lindsay Duncan, Lucy Davenport, Marton Csokas, Matt Lucas, Mia Wasikowska, Michael Gough, Michael Sheen, Paul Whitehouse, Rebecca Crookshank, Simone Sault, Stephen Fry, Tim Burton, Tim Pigott-Smith, Timothy Spall"
X-Men: The Last Stand,"Aaron Stanford, Alex Ferris, Anna Paquin, Ben Foster, Bill Duke, Brett Ratner, Cameron Bright, Cayden Boyd, Dania Ramirez, Daniel Cudmore, Dante Spinotti, Ellen Page, Eric Dane, Famke Janssen, Geoff Hubbard, Haley Ramm, Halle Berry, Hugh Jackman, Ian McKellen, James Marsden, John Powell, Josef Sommer, Kea Wong, Kelsey Grammer, Ken Leung, Meiling Melançon, Michael Murphy, Olivia Williams, Omahyra Mota, Patrick Stewart, Rebecca Romijn, Shauna Kain, Shawn Ashmore, Shohreh Aghdashloo, Stan Lee, Vinnie Jones"
Monsters University,"Alfred Molina, Aubrey Plaza, Ava Acres, Beth Behrs, Bill Hader, Billy Crystal, Bob Peterson, Bobby Moynihan, Bonnie Hunt, Charlie Day, Dan Scanlon, Dave Foley, Frank Oz, Helen Mirren, Joel Murray, John Goodman, John Krasinski, John Ratzenberger, Julia Sweeney, Nathan Fillion, Noah Johnston, Peter Sohn, Randy Newman, Sean Hayes, Steve Buscemi, Tyler Labine"
Transformers: Revenge of the Fallen,"America Olivo, Andrew Howard, André Sogliuzzo, Arnold Chun, Ben Seresin, Calvin Wimmer, Charlie Adler, Deep Roy, Frank Welker, Glenn Morshower, Grey Griffin, Hugo Weaving, Isabel Lucas, Jess Harnell, John Di Crosta, John Eric Bentley, John Turturro, Jon Billington, Josh Duhamel, Julie White, Katie Lowes, Kevin Dunn, Kevin Michael Richardson, Marc Evan Jackson, Mark Ryan, Matthew Marsden, Megan Fox, Michael Bay, Michael Papajohn, Michael York, Peter Cullen, Rainn Wilson, Ramón Rodríguez, Reno Wilson, Robert Foxworth, Robin Atkin Downes, Shia LaBeouf, Steve Jablonsky, Tom Kenny, Tony Todd, Tyrese Gibson"
Transformers: Age of Extinction,"Abigail Klein, Amir Mokri, Candice Zhao, Charles Parnell, Cleo King, David Midthunder, Edward T. Welburn, Erika Fong, Frank Welker, Glenn Keogh, Greg Anderson, Han Geng, Jack Reynor, James Bachman, Jeffrey Combs, John DiMaggio, John Goodman, Kassem Gharaibeh, Kelsey Grammer, Ken Watanabe, Kevin Covais, Li Bingbing, Mark Rolston, Mark Ryan, Mark W. Mansbridge, Mark Wahlberg, Melanie Specht, Michael Bay, Michael Wong, Miguel Ferrer, Nicola Peltz, Patrick Bristow, Peter Cullen, Reno Wilson, Richard Gallion, Richard Riehle, Robert Foxworth, Sophia Myles, Stanley Tucci, Steve Jablonsky, T.J. Miller, Thomas Lennon, Titus Welliver, Tyrone Smith, Victoria Summer"
Oz: The Great and Powerful,"Abigail Spencer, Alaina Whitney, Alexander Christopher Jones, Amanda Lewan, Amy Sutherland, AnnMarie Arcuri, Anna Li, Anthony J. Sacco, Apollo Bacala, Ari Rufino, Arnold Agee, Ashley Siloac, Barb Baker, Bart McCarthy, Bella Shepard, Bernie Allemon, Betsy Baker, Bill Cobbs, Bill E. Rogers, Blake Arnold, Bob Jay Mills, Brandon Hamilton, Brian Searle, Brice Harris, Bruce Campbell, Bryan Lee, Cameron Barnett, Carly Francavilla, Channing Pierce, Chase Edwards, Chester F. Guilmet, Chidi Ajufo, Colin Bryant, Courtney English, Dan Hicks, Dan Nelson, Danielle Ragland, Dashiell Raimi, David Schwager, David Waldman, Davy J. Marr, Deborah Puette, Dennis Kleinsmith, Derrick Gilliam, Doug Kolbicz, Ellen Sandweiss, Emma Raimi, Eric Adam Swenson, Eric Brakke, Filip Watermann, Fionna Noori, Francisca Viudes, Gene Jones, Gene Richards, Grady Chambless, Hannah Madigan, Hans Ihlenfeldt, Heather Park, Ja'Vonne Cousins, Jacob Godzak, Jake Williams, James Bird, James Franco, Jay Schwalm, Jayne Violassi, Jessee Foudray, Jessica Nichole, Jessica Petrik, Jim Moll, Joey King, John C. Epperson, John D. Green Sr., John Lord Booth III, John Manfredi, John Paxton, Johnny Mara, Jor él Quinn, Julia Metas, Julie Gershenson, Julius Kline III, Justin Chrzanowski, Kef Lee, Keith Schloemp, Kelly Bacon, Kenneth D. Ciszewski, Kevin Thompson, Kevin Wayne Berger, Lanika Wise, Lauren Tischler, Lee Christian, Linda Linsley, Logan Fry, Lori Mulligan, Lukas Ridge, Matt Weinglass, Melissa Exelberth, Mia Serafino, Michael Clossin, Michael Dault, Michael O. Watkins, Michelle Williams, Mikayla Bouchard, Mike Estes, Mila Kunis, Nate Hatton, Neil Ellice, Nellie Ann Prestine-Lowery, Nesti Gee, Nicholas Lindsay-Abaire, Nicholas Ritz, Niki Haze, Nikki Smith, Oliver Raimi, Omar Diop, Otis Winston, Oz Noori, Paul J. Spear, Peter Deming, Rachel Steele, Rachel Weisz, Ralph Lister, Rebecca Mccarthy, Reza Mir, Rob Crites, Robert Buck, Robert Stromberg, Robert T. Barrett, Ron Baratono, Ron Causey , Ron Heisler, Roy Kellerman, Jr., Russell Bobbitt, Ryan Groves, Sage Porter, Sam Raimi, Sasha Kida Reynolds, Shannon Murray, Stephen R. Hart, Stephen Tako, Steve Forbes, Stevie Lee, Summer Edwards, Suzanne Keilly, T.J. Jagodowski, Talia Akiva, Ted Raimi, Theresa Tilly, Tim Holmes, Timothy Patrick Quill, Toni Wynne, Tony Cox, Vi Faulkner, Victoria Lurz, Vong Lee, Wayne Brinston, Wendy Cutler, Will Clarke, William Dick, Zac Cunningham, Zach Braff, Zachary Robert Craft"
The Amazing Spider-Man 2,"Adrian Martinez, Aidy Bryant, Andrei Runtso, Andrew Garfield, Anslem Richardson, B. J. Novak, Bill Heck, Brennan Taylor, Brian McElhaney, Cal McCrystal, Campbell Scott, Charlie DePew, Chris Cooper, Clem Cheung, Colm Feore, Dane DeHaan, Daniel Gerroll, Daniel Mindel, Dario Barosso, David Shabtai, David Shih, David Stein, Denis Leary, Drew Beasley, Dusan Hyska, Embeth Davidtz, Emma Stone, Eric Lewis Beauzay, Felicity Jones, Frank Deal, Greg Connolly , Hans Zimmer, Helen Stern, J.D. Walsh, Jabari Gray, Jacob Rodier, James Colby, James McCauley, Jamie Foxx, Jamie Lynn Concepcion, Jessica Abo, Jessica Shea Alverson, Johnny Marr, Jonathan Braylock, Jorge Vega, Joseph Michael Tenga, Kari Coleman, Louis Cancelmi, Malchus Janocko, Marc Webb, Mark Doherty, Mark Pollard, Martin Sheen, Marton Csokas, Matthew Jeffrey Sama, Matthew Tronieri, Max Charles, Michael Massee, Pat Kiernan, Paul Giamatti, Paul Urcioli, Peter Tzotchev, Pharrell Williams, Rachael McOwen, Rachel Nemec, Richard L. Johnson, Robert Newman, Ryan Heck, Sally Field, Salvatore L. Rossi, Sarah Gadon, Scott Dougan, Skyler Gisondo, Slate Holmgren, Stan Lee, Stephen Morahan, Steven Hauck, Teddy Coluca, Thaddeus Phillips, Timothy Adams, Tug Coker"
TRON: Legacy,"Aaron Toney, Amy Esterle, Beau Garrett, Brandon Jay McLaren, Bruce Boxleitner, Catherine Lough Haggquist, Cillian Murphy, Claudio Miranda, Conrad Coates, Daft Punk, Darren Dolynski, Elizabeth Mathis, Garrett Hedlund, James Frain, Jeff Bridges, Joseph Kosinski, Kevin Ishioka, Kis Yurij, Mark W. Mansbridge, Michael Sheen, Michael Teigen, Olivia Wilde, Owen Best, Ron Selmour, Serinda Swan, Shaw Madson, Yaya DaCosta"
Cars 2,"Apurva Shah, Bonnie Hunt, Brad Lewis, Brent Musburger, Bruce Campbell, Cheech Marin, Darrell Waltrip, David Hobbs, Eddie Izzard, Edie McClurg, Emily Mortimer, Fernando Alonso, Franco Nero, Guido Quaroni, Jacques Villeneuve, Jan Nilsson, Jason Isaacs, Jeff Garlin, Jeff Gordon, Jenifer Lewis, Jeremy Lasky, Joe Mantegna, John Lasseter, John Mainieri, John Ratzenberger, John Turturro, Katherine Helmond, Larry the Cable Guy, Lewis Hamilton, Lloyd Sherr, Mark Winterbottom, Memo Rojas, Michael Caine, Michael Giacchino, Michael Wallis, Michal Makarewicz, Michel Michelis, Owen Wilson, Patrick Walker, Paul Dooley, Peter Jacobson, Richard Kind, Sebastian Vettel, Sharon Calahan, Sig Hansen, Stanley Townsend, Teresa Gallagher, Thomas Kretschmann, Tony Shalhoub, Vanessa Redgrave, Velibor Topic, Victor Navone, Vitaly Petrov"
Green Lantern,"Amy Carlson, Angela Bassett, Blake Lively, Clancy Brown, Deke Anderson, Dion Beebe, Dorian Kingi, Dylan James, François Audouy, Gattlin Griffith, Geoffrey Rush, James Newton Howard, Jenna Craig, Jon Tenney, Laura Cayouette, Leanne Cochran, Mark Strong, Martin Campbell, Michael Clarke Duncan, Mike Doyle, NicK Jandl, Peter Sarsgaard, Robert Fechtman, Rosa Palomo, Ryan Reynolds, Taika Waititi, Temuera Morrison, Tiffany Morgan, Tim Robbins"
Toy Story 3,"Beatrice Miller, Blake Clark, Bob Peterson, Bonnie Hunt, Bud Luckey, Carlos Alazraqui, Colette Whitaker, Colleen O'Shaughnessey, Danny Mann, Don Rickles, Emily Hahn, Erik von Detten, Estelle Harris, Frank Welker, Jack Angel, Jack Willis, Jan Rabson, Jeff Garlin, Jeff Pidgeon, Jeremy Lasky, Jerome Ranft, Jess Harnell, Jim Ward, Joan Cusack, Jodi Benson, John Cygan, John Morris, John Ratzenberger, Kristen Schaal, Laraine Newman, Laurie Metcalf, Lee Unkrich, Lori Alan, Michael Keaton, Mickie McGowan, Ned Beatty, R. Lee Ermey, Richard Kind, Sherry Lynn, Teddy Newton, Teresa Ganzel, Tim Allen, Timothy Dalton, Tom Hanks, Wallace Shawn, Whoopi Goldberg"
Terminator Salvation,"Anton Yelchin, Arnold Schwarzenegger, Bryce Dallas Howard, Chris Ashworth, Chris Browning, Christian Bale, Common, Danny Elfman, David Midthunder, Helena Bonham Carter, Jadagrace, Jane Alexander, John D. Brancato, McG, Michael Ferris, Michael Ironside, Moon Bloodgood, Roland Kickinger, Sam Worthington, Shane Hurlbut"
Furious 7,"Alex McCarroll, Ali Fazal, Anna Colwell, Antwan Mills, Benjamin Blankenship, Brian Mahoney, Brian Tyler, Brittney Alger, Caleb Walker, Charlie Kimsey, Chris Morgan, Cody Walker, D.J. Hapa, Desma Murphy, Djimon Hounsou, Don Omar, Dwayne Johnson, Eden Estrella, Elena Albanese, Elsa Pataky, Gal Gadot, Gentry White, Iggy Azalea, Igor Meglic, J.J. Phillips, Jacques Haitkin, James Wan, Jason Statham, Jocelin Donahue, John Brotherton, Jon Lee Brody, Jordana Brewster, Jorge Ferragut, Jorge-Luis Pallo, Klement Tinaj, Kurt Russell, Levy Tran, Lucas Black, Ludacris, Luke Evans, Marc Spicer, Michelle Rodriguez, Miller Kimsey, Nathalie Emmanuel, Nathalie Kelley, Noel Gugliemi, Paul Walker, Robert Pralgo, Romeo Santos, Ronda Rousey, Sara Sohn, Shad Moss, Stephanie Langston, Stephen F. Windon, Steve Coulter, Sung Kang, T-Pain, Tego Calderón, Tony Jaa, Tyrese Gibson, Viktor Hernandez, Vin Diesel"
World War Z,"Abigail Hargrove, Ann Ogbomo, Ben Seresin, Brad Pitt, Daniella Kertesz, David Andrews, David Morse, Elyes Gabel, Fabrizio Zacharee Guido, Fana Mokoena, James Badge Dale, Jon Billington, Julia Levy-Boeken, Konstantin Khabenskiy, Ludi Boeken, Marc Forster, Marco Beltrami, Matthew Fox, Mireille Enos, Moritz Bleibtreu, Nick Bartlett, Peter Capaldi, Pierfrancesco Favino, Ruth Negga, Sterling Jerins, Troy Glasgow"
X-Men: Days of Future Past,"Adan Canto, Alex Ivanovici, Andreas Apergis, Andrew Peplowski, Angela Galuppo, Anna Paquin, Arthur Holden, Booboo Stewart, Brendan Pedder, Brent Skagford, Bryan Singer, Chris Claremont, Daniel Cudmore, Darryl Scheelar, Ellen Page, Evan Jonigkeit, Evan Peters, Famke Janssen, Fan Bingbing, François Paquette, Gregg Lowe, Gregory Hlady, Halle Berry, Harry Standjofski, Hugh Jackman, Ian McKellen, Jaa Smith-Johnson, James Marsden, James McAvoy, Jason Deline, Jennifer Lawrence, Jimmy Chan, John Ottman, Johnny Tran, Josh Helman, Jude Beny, Julian Casey, Karine Vanasse, Kelsey Grammer, Kyle Gatehouse, Len Wein, Lucas Till, Mark Camacho, Matt Cooke, Michael Fassbender, Michael Lerner, Michele Laliberte, Mike Dopud, Mizinga Mwinga, Moe Jeudy-Lamour, Neil Napier, Newton Thomas Sigel, Nicholas Hoult, Omar Sy, Patrick Stewart, Peter Dinklage, Pierre LeBlanc, Robert Crooks, Robert Montcalm, Sean Curley, Shawn Ashmore, Susanna Fournier, Taris Tyler, Thai-Hoa Le, Tim Post, Victor Cornfoot, Zabryna Guevara, Zehra Leverman"
Star Trek Into Darkness,"Adam McCann, Aisha Hinds, Akiva Goldsman, Alice Eve, Amanda Foreman, Andy Demetrio, Anjini Taneja Azhar, Anthony Wilson, Anton Yelchin, Arlen Escarpeta, Audrey Wasilewski, Beau Billingslea, Benedict Cumberbatch, Benjamin P. Binswanger, Berit Francis, Bill Hader, Brian T. Delaney, Britanni Johnson, Bruce Greenwood, Bruce McCleery, Candice Renee, Charlie Haugk, Chris Gardner, Chris Hemsworth, Chris Pine, Christopher Doohan, Colleen Harris, Cynthia Addai-Robinson, Daniel Mindel, David Acord, David C. Waite, David Sobolov, Deep Roy, Douglas Weng, Drew Grey, Ellie Newlands, Emily Towers, Eric Greitens, Fred Tatasciore, Gerald W. Abrams, Gianna Simone, Gina Hirsch, Heather Langenkamp, Hiram A. Murray, J.J. Abrams, Jack Laufer, Jacob Rhodes, Jacquelynn King, James Clyne, James Hiroyuki Liao, James McGrath, Jason Matthew Smith, Jay Scully, Jeff Chase, Jennifer Morrison, Jeremy Raymond, Jesper Inglis, Jodi Johnston, Joe Hanna, Joe Moses, John Cho, Jon Lee Brody, Jon Orvasky, Jonathan Dixon, Joseph Gatt, Julianne Buescher, Karl Urban, Katie Cockrell, Kellie Cockrell, Kentucky Rhodes, Kevin Michael Richardson, Kiff VandenHeuvel, Kimberly Arland, Lee Reherman, Leonard Nimoy, Long Tran, Marc Primiani, Marco Sanchez, Matthew Wood, Max Chernov, Melissa Paulo, Melissa Steinman, Michael Giacchino, Monisola Akiwowo, Natasha Gerasimova, Nazneen Contractor, Nick E. Tarabay, Ningning Deng, Noel Clarke, Nolan North, Paul K. Daniel, Peter Weller, Ramsey Avery, Rene Rosado, Rob Moran, Scott Lawrence, Sean Blakemore, Ser'Darius Blain, Seth Ayott, Simon Pegg, Stephen Christensen, Tom Archdeacon, Tony Guma, Usman Ally, Yanick Dusseault, Zachary Quinto, Zoe Saldana"
